review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
"Suffers from the same issues as the RE1 & 2 (unnecessary DRM, no Steam overlay) alongside a few questionable choices - namely, you can no longer quit to the main menu as in previous entries, and controls are edited in a separate F1 window that is the only thing with mouse support.

Other than that, RE3 brings several new things to the table: randomized enemy and item placements, more detailed locations, and Nemesis chases (which, to my surprise, are still highly effective). If you can survive the controls and the objectively dated gameplay, you can survive Raccoon City.",576,1,1,0,2,0,2026-05-03,2026-05-03,462,62,577,577
"This is definitely one of the best Resident Evil games of all time. Granted, I still love Resident Evil 4 (both the original and the remake) a lot, but the original Resident Evil 3 is absolutely phenomenal.

All of the nostalgia I feel when playing this game is amazing. It brings me back to the time when I played it on my older PlayStation console. I can't wait to play more of this. 

This is also no disrespect to the remake of Resident Evil 3, because that was a good game despite it being a bit shorter. That was really my only gripe: it was just shorter. 

But also, in the original third game, Nemesis feels scarier. When he is coming after you, it feels like you are pressured a lot more and it just feels more tense than the remake. 

While I really love the remake to the third game, the original Nemesis is just scarier and feels more tense more times than not. I don't know if that's because the old controls make it a little harder to run away (especially if you are more used to using modern controls), but the original Nemesis is just scarier and you feel a lot more tension when being chased by him.",1116,1,1,0,2,0,2026-05-02,2026-05-02,0,14,73,73
the best,8,1,1,0,0,0,2026-05-01,2026-05-01,65,4,472,472
it's good,9,1,1,0,0,0,2026-05-01,2026-05-01,250,33,552,552
"I played the remake first, so I was eager to see what I missed out on, especially the legendary ""clocktower"" portion. Well worth it. I enjoy the replayability of this entry and the foreboding moments with Nemesis. Just fun! Not as scary, but oh well. Can't wait to get all the epilogues!",287,1,1,0,1,0,2026-05-01,2026-05-01,0,2,1282,1282
Live selection and multiple (3) endings is very interesting and executed well. It allows for a lot of replayability and to feel as though your choices actually matter. A bit shorter than some other RE titles but is a very enjoyable game. Holds up well considering its currently 27 years old.,291,1,1,0,0,0,2026-05-01,2026-05-01,0,3,683,683
"Que gran juego!! Hasta hace poco solo habia jugado el remake. Las críticas al remake hacen m,as sentido jugando a esta obra maestra. Un acierto por parte de capcom sacar de nuevo a la venta esta joyita.",202,1,1,1,0,0,2026-05-01,2026-05-04,0,38,773,611
This shi hard asl,17,1,1,0,0,1,2026-04-30,2026-04-30,94,21,434,361
Timeless! Classic! This is still better than the RE3 Remake!,60,1,1,0,1,1,2026-04-30,2026-04-30,0,2,792,515
every resident evil fan should experience this at least once,60,1,1,0,0,0,2026-04-30,2026-04-30,190,54,590,560
"Playing this really made it clear that the 3 remake has way too much hate. They did cut the park and clock tower but they have an elongated hospital. People complain about the remake play time being 5 hours but I clocked in this at 4h, 48mins.

I do agree they should have kept areas in but people act like they gutted the game when it was very short to begin with (and the clocktower sucks besides looking cool, its very small, maybe 20 mins, and is mostly puzzles). I dont get people upset at the worm boss being gone either, was the worst of the original 3 so far, I would get spam attacked/stuck in the tunnels.

Besides that I do like Nemesis in here to a certain extent... hes scarier until hes not. The city area is like 55-60% of the playtime and by the time I left i was just annoyed with Nemesis. For a new player, in the confusing city with lots of lost backtracking, he would drain my health to an absurd degree. Im fine with more zombie spam unlike in re2 since this is made to be more action focused but having nemesis camp small hallways was lame, or having the cutscene play until you can smell his breath didn't feel very fair or fun.

I thought he was cooler in the remake...

Its very different and worth playing but I would not say this or the remake are better than one another. One is more streamlined and fun to play while one is more brave in trying new mechanics but very dated.

Ideally we would have got a better 1 to 1 remake but I do enjoy the remake better than what we got just for the modernization and better character depth.

Old heads that complain about jills new face model or who they ""butchered"" her character are crazy in my eyes from now on. There was nothing even here to butcher lol",1737,1,1,0,2,0,2026-04-30,2026-04-30,0,161,727,727
,0,1,1,0,0,0,2026-04-30,2026-04-30,221,21,39,39
Hell yeah! It's about time the OG Trilogy was released on steam! haha! F*CK YOU SCALPERS!! Selling the games on ebay for 150+ Bucks LMAO!!! Suffer.,147,1,1,0,1,0,2026-04-29,2026-04-29,164,1,1076,942
100% better than the remake,27,1,0,0,3,0,2026-04-28,2026-04-28,149,7,316,316
Classic survival horror.  Good to see where this series began.  I'm starting with the originals before playing the remasters.,125,1,1,0,1,0,2026-04-28,2026-04-28,780,378,550,550
"The steam release has been my first experience with RE3 and it's been a fascinating playthrough. It's surprising how different the locations are from the remake. The depiction of Raccoon City here deeply captures the atmosphere of a metropolis succumbing to chaos and terror. Overwhelming zombie forces litter the labyrinth of streets and buildings, while the last remaining survivors are isolated and hunted down. Visiting the RPD as Jill simply felt more impactful. And the Clock Tower and Disposal Plant locations felt so atmospheric and memorable that I can understand why fans were upset the remake did not include them.

That said, this game is the most difficult RE game I've played, and it's mostly due to the boss fights. Tank controls just feel ill equipped for confronting a fast paced Nemesis who will sprint at you and aggressively lock you down with multiple attacks. While the game adds a quick turn and dodge mechanic to help, the fights still felt very clunky to me. Easily my most disliked aspect of this game. Thankfully most of the Nemesis encounters can be ran from.

Ultimately if you're curious about the original RE3, give this game a try. It can be comfortably completed over a weekend.",1211,1,1,0,1,0,2026-04-28,2026-04-28,0,87,686,686
A true classic,14,1,1,0,1,0,2026-04-27,2026-04-27,339,68,639,639
ts almost gave me depression on hard mode but i managed to finish it although i did it on easy mode. the gameplay is more difficult than the og re2 and the dodge system sucks. i might in the future try it on the hard mode,221,1,1,0,0,0,2026-04-27,2026-04-27,128,26,727,727
"The 3rd in the series is a little overrated. It was made by Capcom's ""B team"". It shows with some of the gameplay being a little boring and some of the worst puzzles like the water level puzzle at the end. Worth a play through but it is one of my least favorite of the classics. RE0 is by far the worst, again, made by Capcom's ""B team"". Code Veronica was the true sequel, not Nemesis.",385,1,1,0,1,1,2026-04-27,2026-04-27,0,105,553,552
"Another classic that has aged well. The port isn't the best. There's occasional input lag and frame drops. Aside from that, everything runs smoothly.",149,1,1,0,1,0,2026-04-27,2026-04-27,0,2,1732,888
"10/10. Downloaded RE Enhanced, easy install and worked great with my Xbox Series controller, looked fantastic.",110,1,1,0,4,0,2026-04-27,2026-04-27,739,15,1124,1124
"Resident Evil 3 hits me with a wave of nostalgia every time I play it. I still remember sitting beside my father in the early 2000s, watching and eventually playing this game together on the PlayStation 1. Those moments were about bonding, learning, and sharing something we both genuinely enjoyed.

My love for the Resident Evil franchise started because of him, and it’s something I’ll always be grateful for. There’s a special feeling that comes with revisiting a game that shaped your childhood, and Resident Evil 3 captures that perfectly.

Huge respect to Capcom for bringing back the OG games and keeping that legacy alive. Way to go!",645,1,1,0,4,0,2026-04-27,2026-04-27,75,19,489,462
"As someone who loves the remake and played it to death while non stop hearing about how the original is better, I was SO excited to finally get to play the original when it finally came to Steam. As controversial as it may be... I still like the remake better. The cut content is actually not a lot. Apart from a 20 minute clock tower section that wasn't really relevant to the story, the only thing that this game really has that the remake didn't include is the park section. I LOVED the gravedigger fight so much. I really wish they kept that one in. But overall it has weaker Nemesis development, he only really appears from time to time to chase you and the boss fights are all the same really apart from the finale (which the remake arguably did better). The hospital and sewer sections were a lot shorter in this section too and there's no RPD section with Carlos. The whole 'choice' thing also didn't really seem necessary for a Resident Evil game. 

Do I recommend this game? Absolutely! It's always nice to experience the original that inspired a remake, especially if you're a hardcore Resident Evil fan, and the game itself IS actually great. But if someone asked me if they should play the OG or the Remake, I'd tell them to go play the remake. (I'm so sorry to all OG RE3 fans)",1293,1,0,1,1,0,2026-04-27,2026-04-27,582,83,416,416
Swag,4,1,0,0,0,0,2026-04-27,2026-04-27,217,45,1681,1665
It's good.,10,1,1,0,0,0,2026-04-27,2026-04-27,0,2,555,555
AMAZING,7,1,1,0,1,0,2026-04-27,2026-04-27,60,6,492,492
"this game brings back the nostalgia from my younger days of ps1 era. I couldn't wait to come home and play this game, I even remember it literally to the smallest detail. A real horror story and a real feeling that RE is known for and for which it has its charm even though the graphics have long been surpassed and the music that constantly creates tension and spookiness. Thank you once again for bringing back beautiful memories , and ofc soo much better then remake .And please try to fix when you alt tab ,sometimes game crash,please fix all bugs ,resolution issue etc.Anyway thanks that you add this gem on this platform",626,1,1,0,1,0,2026-04-26,2026-04-26,0,1,427,288
Getting revenge on this title since it gave me nighmares as a kid. Hell yeah!,77,1,1,0,8,0,2026-04-26,2026-04-26,502,181,213,213
"RE3 clássico foi o que menos joguei, só zerei uma vez em 2023 então decidi dar uma chance pra ele mais uma vez desde que lançaram pra cá e tem sido uma das mais difíceis, porém, ao mesmo tempo, divertidas experiências que venho tendo com games ultimamente. Ele te destrói mas te recompensa igual quando você aprende e se adapta, sem dúvidas um clássico atemporal.

Esse port foi bem feito, apesar de alguns problemas, tipo o Steam Overlay não funcionar, ele roda tranquilamente, o problema com o overlay aparentemente não é todo mundo que tem e fica a dica de que os requisitos estão errados, meu PC não é nem metade do que tem lá e roda numa boa. Outra coisa boa que dá pra fazer aqui e melhorar ainda mais o jogo é adicionar mods que melhoram de tudo desde os cenários até as cutscenes em CG antigas, mas eu vi algumas pessoas tendo problemas com o jogo crashando depois de fazer essa melhoria, então vai de você. No mais, recomendo!",937,1,1,0,15,0,2026-04-26,2026-04-26,73,37,637,637
i like nemesis,14,1,1,0,0,0,2026-04-25,2026-04-25,306,36,500,500
"I'm glad I played this one. I enjoyed it more than the Remake. Getting used to the controls was the hard part but everything went smoothly once I did. This version's Nemesis feels truly unrelenting and like a force of nature. The  different stages looked beautiful to me even though the graphics can be considered outdated. The puzzles were challenging and unique. The characters sacrifices and betrayals felt more impactful. 

You want STARS? I'll give you STARS. -Jill Valentine",480,1,1,0,2,0,2026-04-25,2026-04-25,139,27,461,460
"'We've fought this Resident who's so evil three times now... he's not just a Biohazard, he's a real Nemesis now!'",113,1,1,0,6,2,2026-04-25,2026-04-25,494,111,702,702
Beat the game on my Resident Evil arc. 8/10 Better then the remake.,67,1,1,0,2,0,2026-04-25,2026-04-25,305,19,625,625
Really good game. Played the remake and doesn't come close to the original.,75,1,1,0,1,0,2026-04-25,2026-04-25,229,16,1759,1759
"My opinion of the remake fell faster then the towers after I played this. You could make a convincing argument that the remakes of RE 1 or 2 are better than their original counterparts, but this is inarguably better to it's remake. Here's a short list of things this game has that 3 remake is lacking:
- Nemesis shows up more, is tougher to defeat, and drops more unique items (Parts for fully new guns, etc.)
- Fuller city streets section that you return to several times, complete with rewards for observant explorers using new items
- Semi-random enemy layouts in some rooms (Remake only mixes up enemy arrangements for each difficulty, the original does it in most every room in it's back half)
- Branching story moments that can even dictate Nemesis encounters, such as meeting Carlos in the restaurant or press office, and where Tyrus dies later on
- Split second decision moments (These are so simple their exclusion from the remake must have just been laziness)
- An ENTIRE section at the clock tower with several puzzles and multiple Nemesis encounters
- An ENTIRE section at the Raccoon City park with tons of enemies and a few puzzles
- The GIANT T-VIRUS WORM boss fight (The fight is kinda bad and would have been perfect material for the remake to improve)
And that list isn't even totally comprehensive. Furthermore, I'd say that the remake is the shortest single campaign of the remake trilogy, while this has the longest single campaign of the classic trilogy. tl;dr, the remake is not a very good reflection of how great this game is, and I think you should play this instead. Without spoiling anything, it's excellent, even better then OG RE2 in some regards.",1677,1,1,0,32,3,2026-04-25,2026-04-25,0,26,775,775
stars!!!!!!!!!!!!!,18,1,0,0,0,0,2026-04-25,2026-04-25,0,36,683,619
para los nenitos gog que joden con que no es modeable les digo bobos por que es re facil de modear y para los que joden con el drm por el internet avisarles que mi ultima cuenta de internet fue de 20usd.,203,1,1,0,0,0,2026-04-25,2026-04-25,248,43,259,213
Best of the OG trilogy,22,1,1,0,0,0,2026-04-24,2026-04-24,134,34,292,292
"I had a blast with Resident Evil 3, and found it to be a lot more fun and fuller than the remake. The controls may be a little dated, but the gameplay holds up and is a great time overall",187,1,1,0,0,0,2026-04-24,2026-04-24,1045,1010,447,447
so much better then the remake sadly,36,1,0,0,1,0,2026-04-24,2026-04-24,0,1,212,211
"nemesis, i will ♥♥♥♥ the ♥♥♥♥ out of u ,someday, i will earn my ego back , the ego u destroyed , i refunded the game more than once . and here we go again, the game is too good to not come back to , BUT , NEMESIS , I WILL NOT GIVE UP UNTIL I DEFEAT YOU IN THE MOST HUMILIATING WAY POSSIBLE",289,1,1,0,1,3,2026-04-23,2026-04-23,77,1,107,102
better than remake btw,22,1,1,0,2,0,2026-04-23,2026-04-23,0,20,686,678
Good,4,1,1,0,0,0,2026-04-23,2026-04-23,0,43,479,288
"⣿⣿⡻⠿⣳⠸⢿⡇⢇⣿⡧⢹⠿⣿⣿⣿⣿⣾⣿⡇⣿⣿⣿⣿⡿⡐⣯⠁ ⠄⠄
⠟⣛⣽⡳⠼⠄⠈⣷⡾⣥⣱⠃⠣⣿⣿⣿⣯⣭⠽⡇⣿⣿⣿⣿⣟⢢⠏⠄ ⠄
⢠⡿⠶⣮⣝⣿⠄⠄⠈⡥⢭⣥⠅⢌⣽⣿⣻⢶⣭⡿⠿⠜⢿⣿⣿⡿⠁⠄⠄
⠄⣼⣧⠤⢌⣭⡇⠄⠄⠄⠭⠭⠭⠯⠴⣚⣉⣛⡢⠭⠵⢶⣾⣦⡍⠁⠄⠄⠄⠄
⠄⣿⣷⣯⣭⡷⠄⠄⢀⣀⠩⠍⢉⣛⣛⠫⢏⣈⣭⣥⣶⣶⣦⣭⣛⠄⠄⠄⠄⠄
⢀⣿⣿⣿⡿⠃⢀⣴⣿⣿⣿⣎⢩⠌⣡⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣆⠄⠄⠄
⢸⡿⢟⣽⠎⣰⣿⣿⣿⣿⣿⣿⢀⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠄⠄
⣰⠯⣾⢅⣼⣿⣿⣿⣿⣿⣿⡇⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⠄
⢰⣄⡉⣼⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄
⢯⣌⢹⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⢸⣇⣽⣿⣿⣿⣿⣿⣿⣿⣿⠸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⢸⣟⣧⡻⣿⣿⣿⣿⣿⣿⣿⣧⡻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄
⠈⢹⡧⣿⣸⠿⢿⣿⣿⣿⣿⡿⠗⣈⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠄
⠄⠘⢷⡳⣾⣷⣶⣶⣶⣶⣶⣾⣿⣿⢀⣶⣶⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠄
⠄⠄⠈⣵⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄⠄
⠄⠄⠄⠸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠄⠄",495,1,1,0,6,7,2026-04-23,2026-04-23,0,4515,31,31
Just as I remembered,20,1,1,0,2,0,2026-04-23,2026-04-23,0,6,1251,604
RE3,3,1,1,0,0,0,2026-04-23,2026-04-23,0,34,1073,687
Nemesis is cool,15,1,1,0,0,0,2026-04-22,2026-04-22,0,5,330,330
"The real RE3 experience, they cut so much content from the remake it is criminal. Still the best RE game to date.",113,1,1,0,13,0,2026-04-22,2026-04-22,0,61,815,487
"The only classic resident evil that completely blows the remake out of the water, with that being said, its kind of annoying to play, the dodge mechanics don't work when you want them to, and are clunky to get working. The more action focused game play doesn't work as well as it did in 2 with the fixed camera getting in the way, specifically for the nemesis fights, and when ever a dog appears. Other than that, the puzzles are satisfying to solve.

water room is the best puzzle btw",485,1,1,0,4,0,2026-04-22,2026-04-25,0,24,926,926
C'è il nemesis (stocazzo),25,1,1,0,1,0,2026-04-22,2026-04-22,146,27,949,436
PEAK collection,15,1,1,0,0,0,2026-04-22,2026-04-22,516,3,674,674
much better than remake,23,1,1,0,3,0,2026-04-22,2026-04-22,0,1,204,154
"Easily the best PS1 Era Resident Evil, and puts the remake to shame. 

I can only imagine how incredible it was to play the back to back combo of RE2/RE3 in '98/99. Being a 2002 baby I never got to experience what many consider to be the peak survival horror gaming generations that are the PS1/PS2 era while it was the current gen, and while I did have an old used PS1 in ~2006, I was much too young to be playing the likes of Resident Evil and Silent Hill. 

Before all the information was out about these games. Before quick google searches for puzzles. It was just you and your trusty PS1 and CRT TV. I'm so immensely jealous of those that got to experience this masterpiece for their first time in that way.

PLAY THIS GAME. ITS PEAK.",739,1,0,0,2,0,2026-04-21,2026-04-21,159,5,822,764
Still so much better than the remake!,37,1,0,0,0,0,2026-04-21,2026-04-21,0,5,1355,323
After playing the original I can finally see just how short the remake came up and just how much content was missing. It was very cool to experience the original and thanks to Capcom and Gog for the steam release.,213,1,1,0,10,0,2026-04-21,2026-04-21,0,78,433,433
"My favorite RESIDENT EVIL game, relentless pursuer, great gameplay, crazy-looking locations, item and enemy variations, apocalyptic soundtrack and intense nostalgia.... 
I have finished this one more than I can count and every time I discovered some new detail, which is interesting considering the making-of story and sequel debate about it.

Thanks a lot to Capcom and more importantly GOG for making this game even more available, it's one that holds a special place in a lot of people's hearts.
These ports definitely could use some polishing but at least we get to return to Raccoon City in a new version.
Good timing with Requiem.

P.S. for the love of anything dear to you port the Outbreak games, it's such a damn shame they don't get preserved any time soon.",767,1,1,0,16,1,2026-04-21,2026-04-21,204,27,97,92
Still pissed what they robbed from the remake,45,1,1,0,1,0,2026-04-21,2026-04-21,334,65,727,44
"Classic RE with great improvements on the gameplay of the first two games. Nemesis is terrifying and this version of Raccoon City is one of the best locales in the franchise. Story is fine, it's a good conclusion to the Umbrella trilogy. Looking forward to Jill and Chris meeting up in RE4 to go after Wesker!",309,1,1,0,0,1,2026-04-21,2026-04-21,416,58,560,560
"its pretty good

kinda a pain to play it on a CRT, cant choose which monitor it uses and its quite annoying",107,1,1,0,0,0,2026-04-21,2026-04-21,0,190,839,417
I need a remake of this game badly.,35,1,1,0,1,1,2026-04-21,2026-04-21,36,1,1108,1108
masterpiece,11,1,1,0,0,0,2026-04-20,2026-04-20,0,121,291,291
"You want S.T.A.R.S? I'll give you S.T.A.R.S.
Absolute carlossima
(Recommended to use/install re enhanced mod for enhanced graphics and additional features such as configure keyboard binds and FHD resolution)",207,1,1,0,1,0,2026-04-20,2026-04-20,0,12,505,501
"Game was great, Played on Hard Mode and had abundance of ink ribbons. Grave Digger fight was the most annoying since the telegraphy didn't work well, and it relied too much on dodge mechanics which I still don't understand, and took multiple tries to understand what to do. There was pretty much no gimmick, just running from end-to-end on that narrow boss arena. Otherwise there is nothing else to complain to that degree.
I was most of the time out of heals, but maybe I was playing with overconfidence. It was nice to see the crafting mechanic which would be used in the future games as well, that was a nice touch.
Again in this game I felt like there was too many blue herbs. I actually got to use them once but most of the times I just didn't bother picking them up. Also having the lockpick as an item instead of as ""persistent item"" got me of guard. At one point I had to do 5 minute backtrack to only get my lockpick to open one door. Also there was so many weapons given to you in this game and that filled my inventory space real quick. The mid game tension [spoiler]when nemesis is chasing you[/spoiler] was nice touch and really raised my bpm compared to anything in 1 and 2. But the fact [spoiler]I was almost always stunlocked by him[/spoiler] was really frustrating.
The map in this was huge compared to RE1996 or RE1998 and took bunch of backtracking to figure some puzzles out since I didn't always remember what was left behind like 2 hours ago.

Tinkering stuff:
[i]PROTON_USE_D9VK=1 PROTON_USE_SDL=1 WINEDLLOVERRIDES=""ddraw,dshow,dinput,libwebp,xaudio2_9=n,b"" mangohud gamemoderun %command%[/i]

was all I needed for launching the game. I used CachyOS's proton. Only issue I had was that I wasn't able to change my controller bindings for some reason, even with steam input and I had to relearn the controls plus all the new mechanics like quick 180 turn etc.",1880,1,1,0,0,0,2026-04-20,2026-04-20,1018,91,548,548
"IF PLAYING WITH M&K, YOU CAN NOT RUN AND TURN LEFT
YOU CAN NOT REMAP CONTROLS",77,0,1,0,1,1,2026-04-20,2026-04-20,1329,105,480,169
"I played this on PC when it came out (didn't have a PS1), only after playing RE2 on N64; I loved it then, just beat it again to confirm I still love it. Such a good game; the story, gameplay, atmosphere, graphics, sound, nemesis.. nothing holds a candle to it, truly.

For remake contrast, I am a RE fan, and own all of the main ones.. except RE3 remake. I played that when it came out and returned it, the only one ever (such a disappointment). The OG effortlessly carries the weight of that ""3rd installment"" slot. My collection is complete!

One qualm: Some music in the later half of the game glitches out, rapidly repeating the start of a track when you enter a room- honestly kinda annoying. And what's with the lack of controller support? (give this a quick update CAPCOM)

Note: I applied re:enhance mod and I really liked it for the most part, breathes new life into the prerendered backgrounds and interfaces (AI character faces in menu look uncanny though). Mod included controller support, (doesn't seem to recognize my xbox one controller prior).",1059,1,1,0,0,0,2026-04-20,2026-04-20,294,4,371,371
would rather play an emulator for free than pay for a steam game that doesnt work with controller. im not spending 3 hours trying to figure it out.,147,0,1,0,9,5,2026-04-20,2026-04-20,1245,11,10,10
great game,10,1,1,0,0,0,2026-04-20,2026-04-20,0,2,433,373
"this is such a frustrating game. I beat it on hard in a little under six hours, but it was filled with annoyances. first off the zombies are complete wastes of bullets (as usual, nothing wrong there) and yet they force you to shoot them because every area is super narrow with no hopes of getting past them without getting bit or shooting them. this actually wouldn't be annoying if it weren't for the fact that they added a dodge mechanic, yet made it useless for getting through groups of zombies which would be the best way to use a dodge in a resident evil game.

problem number two is that almost every enemy besides the zombies are super quick acrobats that can jump over you and leap past you while practically stun locking you with a bunch of weak attacks, which doesn't lead to fun combat encounters.

the third problem is that the dodge doesn't even work sometimes. as in you can dodge and have the animation play and everything yet still get hit because you were up against a wall. this wouldn't be annoying if it weren't for the fact that dodges can sometimes be accidental due to aiming plus firing before an enemy attack being the way you dodge in this game.

the fourth and final problem I had with this game is the grab system. you have to rapidly press every key that's used in the game to escape from ANY ENEMY GRAB. zombie grabbed you? Time to get tapping. again, and again, and again, and again.

other than those four problems there wasn't much wrong with the game. the auto aim could mess up sometimes, but that's kind of whatever, if it was manual aiming you'd probably miss a couple shots anyways.

the only reason this is recommended by me is because I had fun laughing at how terrible Resident Evil games used to be, but I'm a fan of the series so I wouldn't recommend the game if you aren't a huge fan of the series.

PS the mercenary mode is terrible.",1879,1,1,0,0,0,2026-04-20,2026-04-20,0,100,528,528
"I'm reviewing this as a guy who played RE 3 Remake 2x. 
Re3 1999 surprisingly fills me with even more horror, suspense and has be gripped fairly more in part because this game literally terrorized me as a 4 year old which is crazy because it is no near as technically stunning as the remake. The locations & puzzles here are much better and racoon city feels more alive in my opinion in this game vs the remake. The tank controls are easy to get used to and since this is a retro game, it is very easy to run it on built in graphics, unplugged and with plenty of battery life to spare.",586,1,1,0,0,0,2026-04-20,2026-04-20,0,18,704,481
"this is just everything i want from survival horror. not punishing to the point where you'll EASILY get softlocked, but not a walk in the park either, you have to manage your items, your inventory, your ammo, but i feel like in a lot of games it's just done without any thought behind it, cheapening the experience, but this game thinks about EVERYTHING. there's so many places to explore, a lot of different things can happen and shape the story every playthrough, enemies are randomized in a lot of rooms and nemesis's ai doesn't need an introduction, i LOVE this game AND THE CREDITS THEME IS GOATED!!! also the water puzzle is fine yall are just stupid and impatient ngl",674,1,1,0,1,0,2026-04-19,2026-04-19,132,26,502,491
"Hell yeah. Short game but loved it. Less memorable sections than 2, yet, even though that was my complaint with 2, I think I prefer 3. I like Nemesis a lot in this game and the weird 'chose your own adventure' add an odd charm to the game.",239,1,1,0,0,0,2026-04-19,2026-04-30,0,21,370,353
"truly OG game, much better than this ♥♥♥♥♥♥ remake",50,1,1,0,1,0,2026-04-19,2026-04-19,147,11,381,381
good game,9,1,1,0,0,0,2026-04-19,2026-04-19,0,26,134,134
game is pretty good,19,1,0,0,0,0,2026-04-19,2026-04-19,112,19,755,755
its an all time classic resident evil game. love it growing up. love it again today when i played through it again.,115,1,1,0,0,0,2026-04-19,2026-04-19,0,32,445,445
"I got errors when shutting down my computer immediately after playing this game, alarming",89,0,1,0,0,0,2026-04-19,2026-04-19,0,30,323,45
"The Mercenaries mode in this is pretty dope, honestly!",54,1,1,0,0,0,2026-04-19,2026-04-19,471,323,13,13
